date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,mes,año,resultado,oponente,partidos_previos,porcentaje_ganado
2008-08-20,Colombia,Ecuador,0,1,Friendly,East Rutherford,United States,True,8,2008,gana,Colombia,36,0.2777777777777778
2008-09-06,Ecuador,Bolivia,3,1,FIFA World Cup qualification,Quito,Ecuador,False,9,2008,gana,Bolivia,23,0.34782608695652173
2008-09-10,Uruguay,Ecuador,0,0,FIFA World Cup qualification,Montevideo,Uruguay,False,9,2008,empata,Uruguay,39,0.10256410256410256
2008-10-12,Ecuador,Chile,1,0,FIFA World Cup qualification,Quito,Ecuador,False,10,2008,gana,Chile,41,0.14634146341463414
2008-10-15,Venezuela,Ecuador,3,1,FIFA World Cup qualification,Puerto la Cruz,Venezuela,False,10,2008,pierde,Venezuela,17,0.5882352941176471
2008-11-12,Mexico,Ecuador,2,1,Friendly,Phoenix,United States,True,11,2008,pierde,Mexico,15,0.06666666666666667
2008-12-17,Iran,Ecuador,0,1,Friendly,Muscat,Oman,True,12,2008,gana,Iran,2,0.0
2008-12-19,Oman,Ecuador,2,0,Friendly,Muscat,Oman,False,12,2008,pierde,Oman,1,1.0
2009-03-29,Ecuador,Brazil,1,1,FIFA World Cup qualification,Quito,Ecuador,False,3,2009,empata,Brazil,26,0.07692307692307693
2009-04-01,Ecuador,Paraguay,1,1,FIFA World Cup qualification,Quito,Ecuador,False,4,2009,empata,Paraguay,32,0.3125
2009-05-27,El Salvador,Ecuador,3,1,Friendly,Los Angeles,United States,True,5,2009,pierde,El Salvador,4,0.75
2009-06-07,Peru,Ecuador,1,2,FIFA World Cup qualification,Lima,Peru,False,6,2009,gana,Peru,40,0.3
2009-06-10,Ecuador,Argentina,2,0,FIFA World Cup qualification,Quito,Ecuador,False,6,2009,gana,Argentina,26,0.11538461538461539
2009-08-12,Ecuador,Jamaica,0,0,Friendly,East Rutherford,United States,True,8,2009,empata,Jamaica,1,1.0
2009-09-05,Colombia,Ecuador,2,0,FIFA World Cup qualification,Medellín,Colombia,False,9,2009,pierde,Colombia,37,0.2972972972972973
2009-09-09,Bolivia,Ecuador,1,3,FIFA World Cup qualification,La Paz,Bolivia,False,9,2009,gana,Bolivia,24,0.375
2009-10-10,Ecuador,Uruguay,1,2,FIFA World Cup qualification,Quito,Ecuador,False,10,2009,pierde,Uruguay,40,0.1
2009-10-14,Chile,Ecuador,1,0,FIFA World Cup qualification,Santiago,Chile,False,10,2009,pierde,Chile,42,0.16666666666666666
2010-05-07,Mexico,Ecuador,0,0,Friendly,East Rutherford,United States,True,5,2010,empata,Mexico,16,0.0625
2010-05-16,South Korea,Ecuador,2,0,Friendly,Seoul,South Korea,False,5,2010,pierde,South Korea,1,1.0
2010-09-04,Mexico,Ecuador,1,2,Friendly,Zapopan,Mexico,False,9,2010,gana,Mexico,17,0.058823529411764705
2010-09-07,Venezuela,Ecuador,1,0,Friendly,Barquisimeto,Venezuela,False,9,2010,pierde,Venezuela,18,0.5555555555555556
2010-10-08,Colombia,Ecuador,1,0,Friendly,Harrison,United States,True,10,2010,pierde,Colombia,38,0.2894736842105263
2010-10-12,Ecuador,Poland,2,2,Friendly,Montreal,Canada,True,10,2010,empata,Poland,2,0.5
2010-11-17,Ecuador,Venezuela,4,1,Friendly,Quito,Ecuador,False,11,2010,gana,Venezuela,19,0.5263157894736842
2011-02-09,Honduras,Ecuador,1,1,Friendly,La Ceiba,Honduras,False,2,2011,empata,Honduras,8,0.25
2011-03-26,Colombia,Ecuador,2,0,Friendly,Madrid,Spain,True,3,2011,pierde,Colombia,39,0.28205128205128205
2011-03-29,Ecuador,Peru,0,0,Friendly,The Hague,Netherlands,True,3,2011,empata,Peru,41,0.3170731707317073
2011-04-20,Argentina,Ecuador,2,2,Friendly,Mar del Plata,Argentina,False,4,2011,empata,Argentina,27,0.14814814814814814
2011-05-28,Mexico,Ecuador,1,1,Friendly,Seattle,United States,True,5,2011,empata,Mexico,18,0.1111111111111111
2011-06-01,Canada,Ecuador,2,2,Friendly,Toronto,Canada,False,6,2011,empata,Canada,2,1.0
2011-06-07,Ecuador,Greece,1,1,Friendly,New York,United States,True,6,2011,empata,Greece,0,0.5
2011-07-03,Paraguay,Ecuador,0,0,Copa América,Santa Fe,Argentina,True,7,2011,empata,Paraguay,33,0.30303030303030304
2011-07-09,Venezuela,Ecuador,1,0,Copa América,Salta,Argentina,True,7,2011,pierde,Venezuela,20,0.55
2011-07-13,Brazil,Ecuador,4,2,Copa América,Córdoba,Argentina,True,7,2011,pierde,Brazil,27,0.07407407407407407
2011-08-10,Costa Rica,Ecuador,0,2,Friendly,San José,Costa Rica,False,8,2011,gana,Costa Rica,9,0.3333333333333333
2011-09-02,Ecuador,Jamaica,5,2,Friendly,Quito,Ecuador,False,9,2011,gana,Jamaica,2,0.5
2011-09-06,Ecuador,Costa Rica,4,0,Friendly,Quito,Ecuador,False,9,2011,gana,Costa Rica,10,0.4
2011-10-07,Ecuador,Venezuela,2,0,FIFA World Cup qualification,Quito,Ecuador,False,10,2011,gana,Venezuela,21,0.5238095238095238
2011-10-11,United States,Ecuador,0,1,Friendly,Harrison,United States,False,10,2011,gana,United States,10,0.4
2011-11-11,Paraguay,Ecuador,2,1,FIFA World Cup qualification,Asunción,Paraguay,False,11,2011,pierde,Paraguay,34,0.29411764705882354
2011-11-15,Ecuador,Peru,2,0,FIFA World Cup qualification,Quito,Ecuador,False,11,2011,gana,Peru,42,0.30952380952380953
2012-02-29,Ecuador,Honduras,2,0,Friendly,Guayaquil,Ecuador,False,2,2012,gana,Honduras,9,0.2222222222222222
2012-06-02,Argentina,Ecuador,4,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,6,2012,pierde,Argentina,28,0.14285714285714285
2012-06-10,Ecuador,Colombia,1,0,FIFA World Cup qualification,Quito,Ecuador,False,6,2012,gana,Colombia,40,0.275
2012-08-15,Ecuador,Chile,3,0,Friendly,New York,United States,True,8,2012,gana,Chile,43,0.16279069767441862
2012-09-07,Ecuador,Bolivia,1,0,FIFA World Cup qualification,Quito,Ecuador,False,9,2012,gana,Bolivia,25,0.4
2012-09-11,Uruguay,Ecuador,1,1,FIFA World Cup qualification,Montevideo,Uruguay,False,9,2012,empata,Uruguay,41,0.0975609756097561
2012-10-12,Ecuador,Chile,3,1,FIFA World Cup qualification,Quito,Ecuador,False,10,2012,gana,Chile,44,0.18181818181818182
2012-10-16,Venezuela,Ecuador,1,1,FIFA World Cup qualification,Puerto la Cruz,Venezuela,False,10,2012,empata,Venezuela,22,0.5454545454545454
2013-02-06,Portugal,Ecuador,2,3,Friendly,Guimarães,Portugal,False,2,2013,gana,Portugal,1,0.0
2013-03-21,Ecuador,El Salvador,5,0,Friendly,Quito,Ecuador,False,3,2013,gana,El Salvador,5,0.6
2013-03-26,Ecuador,Paraguay,4,1,FIFA World Cup qualification,Quito,Ecuador,False,3,2013,gana,Paraguay,35,0.2857142857142857
2013-05-29,Ecuador,Germany,2,4,Friendly,Boca Raton,United States,True,5,2013,pierde,Germany,1,0.0
2013-06-07,Peru,Ecuador,1,0,FIFA World Cup qualification,Lima,Peru,False,6,2013,pierde,Peru,43,0.32558139534883723
2013-06-11,Ecuador,Argentina,1,1,FIFA World Cup qualification,Quito,Ecuador,False,6,2013,empata,Argentina,29,0.13793103448275862
2013-08-14,Ecuador,Spain,0,2,Friendly,Guayaquil,Ecuador,False,8,2013,pierde,Spain,1,0.0
2013-09-06,Colombia,Ecuador,1,0,FIFA World Cup qualification,Barranquilla,Colombia,False,9,2013,pierde,Colombia,41,0.2926829268292683
2013-09-10,Bolivia,Ecuador,1,1,FIFA World Cup qualification,La Paz,Bolivia,False,9,2013,empata,Bolivia,26,0.4230769230769231
2013-10-11,Ecuador,Uruguay,1,0,FIFA World Cup qualification,Quito,Ecuador,False,10,2013,gana,Uruguay,42,0.09523809523809523
2013-10-15,Chile,Ecuador,2,1,FIFA World Cup qualification,Santiago,Chile,False,10,2013,pierde,Chile,45,0.2
2013-11-15,Argentina,Ecuador,0,0,Friendly,East Rutherford,United States,True,11,2013,empata,Argentina,30,0.13333333333333333
2013-11-19,Honduras,Ecuador,2,2,Friendly,Houston,United States,True,11,2013,empata,Honduras,10,0.3
2014-03-05,Australia,Ecuador,3,4,Friendly,London,England,True,3,2014,gana,Australia,0,0.5
2014-05-17,Netherlands,Ecuador,1,1,Friendly,Amsterdam,Netherlands,False,5,2014,empata,Netherlands,1,0.0
2014-05-31,Mexico,Ecuador,3,1,Friendly,Arlington,United States,True,5,2014,pierde,Mexico,19,0.10526315789473684
2014-06-04,Ecuador,England,2,2,Friendly,Miami Gardens,United States,True,6,2014,empata,England,2,0.0
2014-06-15,Switzerland,Ecuador,2,1,FIFA World Cup,Brasília,Brazil,True,6,2014,pierde,Switzerland,0,0.5
2014-06-20,Honduras,Ecuador,1,2,FIFA World Cup,Curitiba,Brazil,True,6,2014,gana,Honduras,11,0.2727272727272727
2014-06-25,Ecuador,France,0,0,FIFA World Cup,Rio de Janeiro,Brazil,True,6,2014,empata,France,1,0.0
2015-03-31,Argentina,Ecuador,2,1,Friendly,East Rutherford,United States,True,3,2015,pierde,Argentina,31,0.12903225806451613
2015-06-03,Panama,Ecuador,1,1,Friendly,Panama City,Panama,False,6,2015,empata,Panama,4,0.75
2015-06-06,Ecuador,Panama,4,0,Friendly,Portoviejo,Ecuador,False,6,2015,gana,Panama,5,0.6
2015-06-11,Chile,Ecuador,2,0,Copa América,Santiago,Chile,False,6,2015,pierde,Chile,46,0.1956521739130435
2015-06-15,Ecuador,Bolivia,2,3,Copa América,Valparaíso,Chile,True,6,2015,pierde,Bolivia,27,0.4074074074074074
2015-06-19,Mexico,Ecuador,1,2,Copa América,Rancagua,Chile,True,6,2015,gana,Mexico,20,0.1
2015-09-08,Ecuador,Honduras,2,0,Friendly,Quito,Ecuador,False,9,2015,gana,Honduras,12,0.3333333333333333
2015-10-08,Argentina,Ecuador,0,2,FIFA World Cup qualification,Buenos Aires,Argentina,False,10,2015,gana,Argentina,32,0.125
2015-10-13,Ecuador,Bolivia,2,0,FIFA World Cup qualification,Quito,Ecuador,False,10,2015,gana,Bolivia,28,0.39285714285714285
2015-11-12,Ecuador,Uruguay,2,1,FIFA World Cup qualification,Quito,Ecuador,False,11,2015,gana,Uruguay,43,0.11627906976744186
2015-11-17,Venezuela,Ecuador,1,3,FIFA World Cup qualification,Ciudad Guayana,Venezuela,False,11,2015,gana,Venezuela,23,0.5217391304347826
2016-03-24,Ecuador,Paraguay,2,2,FIFA World Cup qualification,Quito,Ecuador,False,3,2016,empata,Paraguay,36,0.3055555555555556
2016-03-29,Colombia,Ecuador,3,1,FIFA World Cup qualification,Barranquilla,Colombia,False,3,2016,pierde,Colombia,42,0.2857142857142857
2016-06-04,Brazil,Ecuador,0,0,Copa América,Pasadena,United States,True,6,2016,empata,Brazil,28,0.07142857142857142
2016-06-08,Ecuador,Peru,2,2,Copa América,Glendale,United States,True,6,2016,empata,Peru,44,0.3181818181818182
2016-06-12,Ecuador,Haiti,4,0,Copa América,East Rutherford,United States,True,6,2016,gana,Haiti,4,0.5
2016-06-16,United States,Ecuador,2,1,Copa América,Seattle,United States,False,6,2016,pierde,United States,11,0.45454545454545453
2016-09-01,Ecuador,Brazil,0,3,FIFA World Cup qualification,Quito,Ecuador,False,9,2016,pierde,Brazil,29,0.06896551724137931
2016-09-06,Peru,Ecuador,2,1,FIFA World Cup qualification,Lima,Peru,False,9,2016,pierde,Peru,45,0.3111111111111111
2016-10-06,Ecuador,Chile,3,0,FIFA World Cup qualification,Quito,Ecuador,False,10,2016,gana,Chile,47,0.19148936170212766
2016-10-11,Bolivia,Ecuador,2,2,FIFA World Cup qualification,La Paz,Bolivia,False,10,2016,empata,Bolivia,29,0.41379310344827586
2016-11-10,Uruguay,Ecuador,2,1,FIFA World Cup qualification,Montevideo,Uruguay,False,11,2016,pierde,Uruguay,44,0.13636363636363635
2016-11-15,Ecuador,Venezuela,3,0,FIFA World Cup qualification,Quito,Ecuador,False,11,2016,gana,Venezuela,24,0.5416666666666666
2017-02-22,Ecuador,Honduras,3,1,Friendly,Guayaquil,Ecuador,False,2,2017,gana,Honduras,13,0.38461538461538464
2017-03-23,Paraguay,Ecuador,2,1,FIFA World Cup qualification,Asunción,Paraguay,False,3,2017,pierde,Paraguay,37,0.2972972972972973
2017-03-28,Ecuador,Colombia,0,2,FIFA World Cup qualification,Quito,Ecuador,False,3,2017,pierde,Colombia,43,0.27906976744186046
2017-06-08,Ecuador,Venezuela,1,1,Friendly,Boca Raton,United States,True,6,2017,empata,Venezuela,25,0.56
2017-06-13,El Salvador,Ecuador,0,3,Friendly,Harrison,United States,True,6,2017,gana,El Salvador,6,0.6666666666666666
2017-07-26,Ecuador,Trinidad and Tobago,3,1,Friendly,Guayaquil,Ecuador,False,7,2017,gana,Trinidad and Tobago,0,0.5
2017-08-31,Brazil,Ecuador,2,0,FIFA World Cup qualification,Porto Alegre,Brazil,False,8,2017,pierde,Brazil,30,0.06666666666666667
2017-09-05,Ecuador,Peru,1,2,FIFA World Cup qualification,Quito,Ecuador,False,9,2017,pierde,Peru,46,0.30434782608695654
2017-10-05,Chile,Ecuador,2,1,FIFA World Cup qualification,Santiago,Chile,False,10,2017,pierde,Chile,48,0.20833333333333334
2017-10-10,Ecuador,Argentina,1,3,FIFA World Cup qualification,Quito,Ecuador,False,10,2017,pierde,Argentina,33,0.15151515151515152
2018-09-07,Ecuador,Jamaica,2,0,Friendly,Harrison,United States,True,9,2018,gana,Jamaica,3,0.6666666666666666
2018-09-11,Ecuador,Guatemala,2,0,Friendly,Bridgeview,United States,True,9,2018,gana,Guatemala,6,0.5
2018-10-12,Qatar,Ecuador,4,3,Friendly,Doha,Qatar,False,10,2018,pierde,Qatar,2,0.5
2018-10-16,Oman,Ecuador,0,0,Friendly,Doha,Qatar,True,10,2018,empata,Oman,2,0.5
2018-11-15,Peru,Ecuador,0,2,Friendly,Lima,Peru,False,11,2018,gana,Peru,47,0.2978723404255319
2018-11-20,Panama,Ecuador,1,2,Friendly,Panama City,Panama,False,11,2018,gana,Panama,6,0.6666666666666666
2019-03-21,United States,Ecuador,1,0,Friendly,Orlando,United States,False,3,2019,pierde,United States,12,0.4166666666666667
2019-03-26,Honduras,Ecuador,0,0,Friendly,Harrison,United States,True,3,2019,empata,Honduras,14,0.42857142857142855
2019-06-01,Venezuela,Ecuador,1,1,Friendly,Miami Gardens,United States,True,6,2019,empata,Venezuela,26,0.5384615384615384
2019-06-09,Mexico,Ecuador,3,2,Friendly,Arlington,United States,True,6,2019,pierde,Mexico,21,0.14285714285714285
2019-06-16,Uruguay,Ecuador,4,0,Copa América,Belo Horizonte,Brazil,True,6,2019,pierde,Uruguay,45,0.13333333333333333
2019-06-21,Ecuador,Chile,1,2,Copa América,Salvador,Brazil,True,6,2019,pierde,Chile,49,0.20408163265306123
2019-06-24,Ecuador,Japan,1,1,Copa América,Belo Horizonte,Brazil,True,6,2019,empata,Japan,2,0.0
2019-09-05,Peru,Ecuador,0,1,Friendly,Harrison,United States,True,9,2019,gana,Peru,48,0.3125
2019-09-10,Ecuador,Bolivia,3,0,Friendly,Cuenca,Ecuador,False,9,2019,gana,Bolivia,30,0.4
2019-10-13,Ecuador,Argentina,1,6,Friendly,Elche,Spain,True,10,2019,pierde,Argentina,34,0.14705882352941177
2019-11-14,Ecuador,Trinidad and Tobago,3,0,Friendly,Portoviejo,Ecuador,False,11,2019,gana,Trinidad and Tobago,1,1.0
2019-11-19,Ecuador,Colombia,0,1,Friendly,Harrison,United States,True,11,2019,pierde,Colombia,44,0.2727272727272727
2020-10-08,Argentina,Ecuador,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,10,2020,pierde,Argentina,35,0.14285714285714285
2020-10-13,Ecuador,Uruguay,4,2,FIFA World Cup qualification,Quito,Ecuador,False,10,2020,gana,Uruguay,46,0.13043478260869565
2020-11-12,Bolivia,Ecuador,2,3,FIFA World Cup qualification,La Paz,Bolivia,False,11,2020,gana,Bolivia,31,0.41935483870967744
2020-11-17,Ecuador,Colombia,6,1,FIFA World Cup qualification,Quito,Ecuador,False,11,2020,gana,Colombia,45,0.26666666666666666
2021-03-29,Ecuador,Bolivia,2,1,Friendly,Guayaquil,Ecuador,False,3,2021,gana,Bolivia,32,0.4375
2021-06-04,Brazil,Ecuador,2,0,FIFA World Cup qualification,Porto Alegre,Brazil,False,6,2021,pierde,Brazil,31,0.06451612903225806
2021-06-08,Ecuador,Peru,1,2,FIFA World Cup qualification,Quito,Ecuador,False,6,2021,pierde,Peru,49,0.32653061224489793
2021-06-13,Colombia,Ecuador,1,0,Copa América,Cuiabá,Brazil,True,6,2021,pierde,Colombia,46,0.2826086956521739
2021-06-20,Venezuela,Ecuador,2,2,Copa América,Rio de Janeiro,Brazil,True,6,2021,empata,Venezuela,27,0.5185185185185185
2021-06-23,Ecuador,Peru,2,2,Copa América,Goiânia,Brazil,True,6,2021,empata,Peru,50,0.32
2021-06-27,Brazil,Ecuador,1,1,Copa América,Goiânia,Brazil,False,6,2021,empata,Brazil,32,0.0625
2021-07-03,Argentina,Ecuador,3,0,Copa América,Goiânia,Brazil,True,7,2021,pierde,Argentina,36,0.1388888888888889
2021-09-02,Ecuador,Paraguay,2,0,FIFA World Cup qualification,Quito,Ecuador,False,9,2021,gana,Paraguay,38,0.2894736842105263
2021-09-05,Ecuador,Chile,0,0,FIFA World Cup qualification,Quito,Ecuador,False,9,2021,empata,Chile,50,0.2
2021-09-09,Uruguay,Ecuador,1,0,FIFA World Cup qualification,Montevideo,Uruguay,False,9,2021,pierde,Uruguay,47,0.14893617021276595
2021-10-07,Ecuador,Bolivia,3,0,FIFA World Cup qualification,Guayaquil,Ecuador,False,10,2021,gana,Bolivia,33,0.45454545454545453
2021-10-10,Venezuela,Ecuador,2,1,FIFA World Cup qualification,Caracas,Venezuela,False,10,2021,pierde,Venezuela,28,0.5
2021-10-14,Colombia,Ecuador,0,0,FIFA World Cup qualification,Barranquilla,Colombia,False,10,2021,empata,Colombia,47,0.2765957446808511
2021-10-27,Mexico,Ecuador,2,3,Friendly,Charlotte,United States,True,10,2021,gana,Mexico,22,0.13636363636363635
2021-11-11,Ecuador,Venezuela,1,0,FIFA World Cup qualification,Quito,Ecuador,False,11,2021,gana,Venezuela,29,0.4827586206896552
2021-11-16,Chile,Ecuador,0,2,FIFA World Cup qualification,Santiago,Chile,False,11,2021,gana,Chile,51,0.19607843137254902
2021-12-04,El Salvador,Ecuador,1,1,Friendly,Houston,United States,True,12,2021,empata,El Salvador,7,0.7142857142857143
2022-01-27,Ecuador,Brazil,1,1,FIFA World Cup qualification,Quito,Ecuador,False,1,2022,empata,Brazil,33,0.06060606060606061
2022-02-01,Peru,Ecuador,1,1,FIFA World Cup qualification,Lima,Peru,False,2,2022,empata,Peru,51,0.3137254901960784
2022-03-24,Paraguay,Ecuador,3,1,FIFA World Cup qualification,Ciudad del Este,Paraguay,False,3,2022,pierde,Paraguay,39,0.3076923076923077
2022-03-29,Ecuador,Argentina,1,1,FIFA World Cup qualification,Guayaquil,Ecuador,False,3,2022,empata,Argentina,37,0.13513513513513514
2022-06-02,Ecuador,Nigeria,1,0,Friendly,Harrison,United States,True,6,2022,gana,Nigeria,1,0.0
2022-06-05,Mexico,Ecuador,0,0,Friendly,Chicago,United States,True,6,2022,empata,Mexico,23,0.17391304347826086
2022-06-11,Ecuador,Cape Verde,1,0,Friendly,Fort Lauderdale,United States,True,6,2022,gana,Cape Verde,0,0.5
2022-09-23,Saudi Arabia,Ecuador,0,0,Friendly,Murcia,Spain,True,9,2022,empata,Saudi Arabia,0,0.5
2022-09-27,Ecuador,Japan,0,0,Kirin Challenge Cup,Düsseldorf,Germany,True,9,2022,empata,Japan,3,0.0
2022-11-12,Iraq,Ecuador,0,0,Friendly,Madrid,Spain,True,11,2022,empata,Iraq,0,0.5
2022-11-20,Qatar,Ecuador,0,2,FIFA World Cup,Al Khor,Qatar,False,11,2022,gana,Qatar,3,0.3333333333333333
2022-11-25,Netherlands,Ecuador,1,1,FIFA World Cup,Al Rayyan,Qatar,True,11,2022,empata,Netherlands,2,0.0
2022-11-29,Ecuador,Senegal,1,2,FIFA World Cup,Al Rayyan,Qatar,True,11,2022,pierde,Senegal,2,0.0
2023-03-24,Australia,Ecuador,3,1,Friendly,Sydney,Australia,False,3,2023,pierde,Australia,1,1.0
2023-03-28,Australia,Ecuador,1,2,Friendly,Melbourne,Australia,False,3,2023,gana,Australia,2,0.5
2023-06-17,Ecuador,Bolivia,1,0,Friendly,Harrison,United States,True,6,2023,gana,Bolivia,34,0.47058823529411764
2023-06-20,Ecuador,Costa Rica,3,1,Friendly,Chester,United States,True,6,2023,gana,Costa Rica,11,0.45454545454545453
2023-09-07,Argentina,Ecuador,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,9,2023,pierde,Argentina,38,0.13157894736842105
2023-09-12,Ecuador,Uruguay,2,1,FIFA World Cup qualification,Quito,Ecuador,False,9,2023,gana,Uruguay,48,0.14583333333333334
2023-10-12,Bolivia,Ecuador,1,2,FIFA World Cup qualification,La Paz,Bolivia,False,10,2023,gana,Bolivia,35,0.4857142857142857
2023-10-17,Ecuador,Colombia,0,0,FIFA World Cup qualification,Quito,Ecuador,False,10,2023,empata,Colombia,48,0.2708333333333333
2023-11-16,Venezuela,Ecuador,0,0,FIFA World Cup qualification,Maturín,Venezuela,False,11,2023,empata,Venezuela,30,0.5
2023-11-21,Ecuador,Chile,1,0,FIFA World Cup qualification,Quito,Ecuador,False,11,2023,gana,Chile,52,0.21153846153846154
2024-03-21,Ecuador,Guatemala,2,0,Friendly,Harrison,United States,True,3,2024,gana,Guatemala,7,0.5714285714285714
2024-03-24,Ecuador,Italy,0,2,Friendly,Harrison,United States,True,3,2024,pierde,Italy,2,0.0
2024-06-09,Argentina,Ecuador,1,0,Friendly,Chicago,United States,True,6,2024,pierde,Argentina,39,0.1282051282051282
2024-06-12,Ecuador,Bolivia,3,1,Friendly,Chester,United States,True,6,2024,gana,Bolivia,36,0.5
2024-06-16,Ecuador,Honduras,2,1,Friendly,Hartford,United States,True,6,2024,gana,Honduras,15,0.4
2024-06-22,Ecuador,Venezuela,1,2,Copa América,Santa Clara,United States,True,6,2024,pierde,Venezuela,31,0.4838709677419355
2024-06-26,Ecuador,Jamaica,3,1,Copa América,Las Vegas,United States,True,6,2024,gana,Jamaica,4,0.75
2024-06-30,Mexico,Ecuador,0,0,Copa América,Glendale,United States,True,6,2024,empata,Mexico,24,0.16666666666666666
2024-07-04,Argentina,Ecuador,1,1,Copa América,Houston,United States,True,7,2024,empata,Argentina,40,0.125
2024-09-06,Brazil,Ecuador,1,0,FIFA World Cup qualification,Curitiba,Brazil,False,9,2024,pierde,Brazil,34,0.058823529411764705
2024-09-10,Ecuador,Peru,1,0,FIFA World Cup qualification,Quito,Ecuador,False,9,2024,gana,Peru,52,0.3076923076923077
2024-10-10,Ecuador,Paraguay,0,0,FIFA World Cup qualification,Quito,Ecuador,False,10,2024,empata,Paraguay,40,0.3
2024-10-15,Uruguay,Ecuador,0,0,FIFA World Cup qualification,Montevideo,Uruguay,False,10,2024,empata,Uruguay,49,0.16326530612244897
2024-11-14,Ecuador,Bolivia,4,0,FIFA World Cup qualification,Guayaquil,Ecuador,False,11,2024,gana,Bolivia,37,0.5135135135135135
2024-11-19,Colombia,Ecuador,0,1,FIFA World Cup qualification,Barranquilla,Colombia,False,11,2024,gana,Colombia,49,0.2653061224489796
2025-03-21,Ecuador,Venezuela,2,1,FIFA World Cup qualification,Quito,Ecuador,False,3,2025,gana,Venezuela,32,0.46875
2025-03-25,Chile,Ecuador,0,0,FIFA World Cup qualification,Santiago,Chile,False,3,2025,empata,Chile,53,0.22641509433962265
